Date,Open,High,Low,Close,Volume
04/14/2021,"84.38","92.63","83.36","90.86","1,474,009"
04/13/2021,"78.75","88.00","77.43","85.71","2,875,942"
04/12/2021,"85.45","88.90","79.29","80.36","7,091,218"
04/09/2021,"134.38","134.38","130.99","132.76","133,991"
04/08/2021,"131.53","134.43","129.28","134.42","239,500"
04/07/2021,"132.89","133.45","127.01","128.88","407,003"
04/06/2021,"138.66","139.57","132.52","133.18","261,215"
04/05/2021,"140.32","140.40","135.20","136.95","194,555"
04/01/2021,"140.71","144.69","135.36","137.21","324,957"
03/31/2021,"138.98","144.04","137.93","138.86","532,179"
03/30/2021,"131.28","137.94","129.25","137.37","262,843"
03/29/2021,"136.79","138.48","129.69","131.65","258,394"
03/26/2021,"136.89","138.73","131.55","136.39","304,951"
03/25/2021,"127.24","138.21","126.25","137.03","454,781"
03/24/2021,"139.75","139.75","128.43","128.86","250,217"
03/23/2021,"141.93","147.98","140.54","140.93","441,253"
03/22/2021,"141.82","146.40","140.52","142.54","352,321"
03/19/2021,"134.21","143.49","133.00","142.75","1,228,590"
03/18/2021,"132.19","136.92","130.33","131.09","318,536"
03/17/2021,"135.01","136.14","129.70","134.22","438,161"
03/16/2021,"144.70","145.20","134.49","135.87","516,378"
03/15/2021,"141.59","146.46","139.72","144.66","343,898"
03/12/2021,"137.97","142.37","132.11","141.12","291,038"
03/11/2021,"138.11","141.75","135.62","140.86","374,401"
03/10/2021,"136.57","140.15","134.84","135.34","548,597"
03/09/2021,"129.60","134.07","125.10","132.26","959,005"
03/08/2021,"135.29","137.75","125.56","127.00","928,163"
03/05/2021,"144.44","144.44","131.93","138.75","616,097"
03/04/2021,"141.91","148.62","139.14","143.16","483,298"
03/03/2021,"148.75","149.00","141.99","143.25","329,876"
03/02/2021,"152.78","154.58","147.35","148.94","546,068"
03/01/2021,"161.37","161.78","151.26","152.92","704,247"
02/26/2021,"145.69","163.37","143.63","160.90","1,082,350"
02/25/2021,"153.00","155.49","143.44","147.73","971,602"
02/24/2021,"155.00","159.49","152.71","153.00","484,152"
02/23/2021,"154.03","159.50","151.28","155.46","668,941"
02/22/2021,"165.00","168.32","155.50","159.03","759,349"
02/19/2021,"170.65","172.09","167.09","168.03","460,289"
02/18/2021,"168.25","172.01","167.20","170.30","329,154"
02/17/2021,"172.70","174.68","167.29","170.00","375,298"
02/16/2021,"174.09","175.10","169.54","172.80","323,543"
02/12/2021,"174.05","176.56","172.01","172.35","447,711"
02/11/2021,"178.87","180.96","174.34","175.66","335,458"
02/10/2021,"181.26","183.72","173.44","176.78","244,477"
02/09/2021,"180.59","182.59","176.96","179.98","290,768"
02/08/2021,"182.54","188.30","178.54","179.97","390,212"
02/05/2021,"177.73","181.13","173.87","179.47","440,628"
02/04/2021,"177.00","178.92","168.02","175.37","656,236"
02/03/2021,"177.01","179.00","165.05","176.49","952,144"
02/02/2021,"186.19","189.58","175.41","177.66","741,714"
02/01/2021,"172.00","201.85","171.00","182.01","2,228,515"
01/29/2021,"252.65","253.73","135.65","168.42","7,505,925"
01/28/2021,"266.20","277.81","245.02","251.00","572,391"
01/27/2021,"244.41","286.19","238.90","265.56","816,641"
01/26/2021,"244.70","254.73","243.51","249.33","271,173"
01/25/2021,"253.45","262.37","240.44","244.62","395,025"
01/22/2021,"251.53","256.56","245.67","252.74","233,611"
01/21/2021,"270.44","270.86","251.50","251.88","350,226"
01/20/2021,"259.87","282.64","259.87","268.46","473,089"
01/19/2021,"250.60","261.15","249.21","257.61","282,713"
01/15/2021,"246.96","255.00","242.03","250.57","235,526"
01/14/2021,"234.73","249.59","233.71","247.10","242,558"
01/13/2021,"233.11","237.39","229.43","235.53","235,005"
01/12/2021,"232.24","236.30","228.42","233.05","202,488"
01/11/2021,"215.40","233.86","213.45","232.15","475,638"
01/08/2021,"222.00","223.80","207.39","214.89","518,578"
01/07/2021,"219.10","222.09","212.81","220.01","385,487"
01/06/2021,"224.25","225.84","215.58","218.48","359,859"
01/05/2021,"227.71","233.04","221.40","224.17","402,590"
01/04/2021,"235.21","236.75","222.16","227.97","302,016"
12/31/2020,"235.51","239.23","231.44","237.21","289,836"
12/30/2020,"243.86","249.45","234.65","235.40","381,141"
12/29/2020,"244.23","245.92","234.56","242.18","253,452"
12/28/2020,"244.78","246.33","238.67","243.93","277,168"
12/24/2020,"241.18","245.92","240.50","242.12","172,708"
12/23/2020,"235.33","245.75","229.27","242.80","233,382"
12/22/2020,"231.48","234.83","227.06","234.02","351,371"
12/21/2020,"228.03","232.64","222.50","229.65","356,166"
12/18/2020,"241.85","242.00","228.33","232.05","770,084"
12/17/2020,"225.79","242.03","224.57","239.15","646,509"
12/16/2020,"217.49","223.13","211.79","222.50","509,405"
12/15/2020,"190.13","219.16","189.83","217.52","1,127,947"
12/14/2020,"189.51","195.82","187.33","188.01","315,709"
12/11/2020,"197.10","198.52","187.23","189.37","619,839"
12/10/2020,"197.61","199.78","190.00","197.20","263,686"
12/09/2020,"193.31","197.83","191.39","196.90","336,485"
12/08/2020,"186.10","195.46","184.02","194.33","449,025"
12/07/2020,"181.50","187.00","180.46","184.57","477,884"
12/04/2020,"182.85","185.90","179.01","180.80","558,769"
12/03/2020,"193.00","194.99","181.18","184.50","1,009,631"
12/02/2020,"183.00","198.80","180.60","192.21","3,224,291"
12/01/2020,"244.51","244.51","237.76","240.64","265,684"
11/30/2020,"239.88","245.52","235.50","244.51","290,318"
11/27/2020,"225.87","234.12","225.87","233.86","107,732"
11/25/2020,"224.92","226.75","221.23","223.36","144,422"
11/24/2020,"236.60","236.60","223.76","225.36","278,991"
11/23/2020,"223.60","239.27","218.16","236.27","277,343"
11/20/2020,"224.00","231.78","224.00","224.62","250,729"
11/19/2020,"219.28","228.13","218.25","225.83","296,105"
11/18/2020,"222.69","223.87","212.99","218.43","341,064"
11/17/2020,"236.84","237.00","219.00","220.00","683,233"
11/16/2020,"264.34","274.21","241.80","242.73","354,705"
11/13/2020,"260.68","264.49","256.19","261.17","227,077"
11/12/2020,"257.23","258.61","250.48","258.26","172,402"
11/11/2020,"257.60","266.68","250.91","257.23","239,665"
11/10/2020,"233.02","252.85","224.59","251.08","352,090"
11/09/2020,"259.36","267.05","236.99","238.82","626,236"
11/06/2020,"249.84","263.86","235.97","255.52","456,776"
11/05/2020,"230.97","239.16","229.04","235.83","317,516"
11/04/2020,"223.50","233.35","221.08","225.96","292,416"
11/03/2020,"215.35","222.11","212.52","221.00","252,229"
11/02/2020,"214.10","222.06","208.02","212.00","160,829"
10/30/2020,"221.23","224.79","208.78","211.45","254,410"
10/29/2020,"222.33","225.78","219.23","222.44","175,564"
10/28/2020,"220.85","223.82","217.45","222.10","315,483"
10/27/2020,"222.92","230.85","220.76","225.09","224,848"
10/26/2020,"217.22","226.11","213.74","218.44","167,429"
10/23/2020,"213.48","223.06","211.32","220.15","228,275"
10/22/2020,"220.61","220.61","207.00","214.52","399,072"
10/21/2020,"224.00","228.10","216.06","218.04","316,399"
10/20/2020,"232.37","232.43","222.15","223.10","240,163"
10/19/2020,"235.83","238.18","226.71","231.20","289,917"
10/16/2020,"244.25","244.25","235.53","235.83","313,737"
10/15/2020,"241.42","245.99","237.22","244.03","131,427"
10/14/2020,"258.59","261.05","240.56","244.19","300,885"
10/13/2020,"258.30","259.38","253.42","257.95","223,491"
10/12/2020,"258.89","259.78","251.66","259.50","253,573"
10/09/2020,"246.68","252.11","245.37","251.88","168,666"
10/08/2020,"246.61","248.21","238.33","244.77","204,501"
10/07/2020,"237.96","246.35","234.54","245.26","243,356"
10/06/2020,"226.36","238.99","223.05","234.00","315,553"
10/05/2020,"228.00","229.22","221.61","225.72","316,401"
10/02/2020,"228.65","228.65","222.84","227.03","245,952"
10/01/2020,"238.66","241.00","226.02","230.62","288,447"
09/30/2020,"231.76","241.93","230.09","238.11","345,626"
09/29/2020,"230.77","239.01","230.67","233.58","162,501"
09/28/2020,"230.13","233.35","225.62","228.74","165,089"
09/25/2020,"221.33","227.98","221.33","227.16","151,309"
09/24/2020,"216.14","224.25","214.59","222.54","167,265"
09/23/2020,"220.90","227.24","217.43","217.80","249,831"
09/22/2020,"225.90","225.90","214.27","222.21","250,613"
09/21/2020,"228.39","232.82","214.75","225.33","566,031"
09/18/2020,"230.81","241.82","226.72","233.33","718,805"
09/17/2020,"223.60","227.98","221.00","227.66","216,138"
09/16/2020,"228.22","232.49","225.85","227.18","292,700"
09/15/2020,"225.33","229.19","221.71","226.28","347,921"
09/14/2020,"211.66","222.36","211.66","220.15","238,014"
09/11/2020,"212.77","215.94","207.57","210.29","210,619"
09/10/2020,"216.97","221.64","210.72","211.10","232,598"
09/09/2020,"209.48","217.84","207.99","215.85","272,799"
09/08/2020,"205.97","210.36","202.72","207.00","288,046"
09/04/2020,"219.72","222.40","202.56","212.43","366,213"
09/03/2020,"219.85","220.41","203.83","216.42","512,970"
09/02/2020,"230.00","230.00","216.54","221.39","327,641"
09/01/2020,"221.13","232.58","219.97","226.70","372,864"
08/31/2020,"220.63","224.77","214.51","220.18","267,248"
08/28/2020,"215.00","220.39","214.52","219.74","239,910"
08/27/2020,"213.00","215.84","211.52","215.26","264,841"
08/26/2020,"216.91","218.72","207.67","215.00","381,597"
08/25/2020,"213.89","217.22","212.02","215.02","265,603"
08/24/2020,"211.45","221.74","209.90","214.41","518,548"
08/21/2020,"208.78","211.12","203.15","207.26","304,519"
08/20/2020,"206.69","210.84","206.68","209.30","336,203"
08/19/2020,"183.64","211.22","183.64","208.30","1,730,959"
08/18/2020,"173.10","176.12","172.01","175.38","199,664"
08/17/2020,"175.03","178.00","170.80","173.03","185,808"
08/14/2020,"178.31","182.57","172.62","172.95","222,156"
08/13/2020,"179.46","184.99","175.14","178.22","178,429"
08/12/2020,"181.31","185.37","177.93","179.53","458,368"
